month_year,price_eur,month_return,month_return_after_TER
01/1990,53639.263951,-0.02638237,-0.02646346
02/1990,52224.133223,0.00370191,0.00361832
03/1990,52417.462511,-0.06433676,-0.06441469
04/1990,49045.092987,0.07619575,0.07610611
05/1990,52782.120541,0.03794765,0.0378612
06/1990,54785.078131,0.02111859,0.02103354
07/1990,55942.061638,-0.11760197,-0.11767546
08/1990,49363.165021,-0.09069277,-0.09076851
09/1990,44886.282786,-0.04207307,-0.04215285
10/1990,42997.779105,-0.02922682,-0.02930768
11/1990,41741.090686,0.01103773,0.01095353
12/1990,42201.817749,0.06187804,0.0617896
01/1991,44813.18364,0.07651829,0.07642863
02/1991,48242.211732,0.11448808,0.11439525
03/1991,53765.369821,0.08816298,0.08807235
04/1991,58505.485214,0.0164456,0.01636094
05/1991,59467.642919,0.03268579,0.03259978
06/1991,61411.389844,0.05903673,0.05894852
07/1991,65036.917412,-0.0347471,-0.03482749
08/1991,62777.07329,-0.01800961,-0.0180914
09/1991,61646.482728,0.03552531,0.03543906
10/1991,63836.493052,-0.04717193,-0.04725129
11/1991,60825.202648,-0.00926986,-0.00935238
12/1991,60261.361404,0.02955963,0.02947388
01/1992,62042.665087,0.05395054,0.05386276
02/1992,65389.900393,0.01911703,0.01903215
03/1992,66639.96133,0.03753425,0.03744784
04/1992,69141.242348,0.04707099,0.04698378
05/1992,72395.789198,-0.03874677,-0.03882683
06/1992,69590.686018,-0.07199551,-0.0720728
07/1992,64580.469028,-0.08115186,-0.08122839
08/1992,59339.643586,0.00614039,0.00605659
09/1992,59704.012125,0.07378962,0.07370019
10/1992,64109.548625,0.04454665,0.04445965
11/1992,66965.414301,0.00711225,0.00702837
12/1992,67441.689369,0.02674,0.02665449
01/1993,69245.080305,0.10336479,0.10327289
02/1993,76402.583643,0.02165382,0.02156873
03/1993,78056.991655,0.01512536,0.01504081
04/1993,79237.631545,0.04055974,0.04047307
05/1993,82451.489361,-0.00233476,-0.00241785
06/1993,82258.985138,0.07892544,0.07883558
07/1993,88751.31155,0.08350081,0.08341057
08/1993,96162.118116,-0.02146006,-0.02154156
09/1993,94098.473582,0.17507766,0.17497979
10/1993,110573.014277,-0.00403587,-0.00411882
11/1993,110126.75567,0.20686707,0.20676655
12/1993,132908.355043,-0.01446874,-0.01455082
01/1994,130985.338953,-0.05254281,-0.05262172
02/1994,124103.001339,-0.12488134,-0.12495423
03/1994,108604.852304,0.04919941,0.04911203
04/1994,113948.147241,0.01056029,0.01047613
05/1994,115151.473054,-0.06008171,-0.06015999
06/1994,108232.975998,0.01998126,0.01989631
07/1994,110395.607329,0.0681547,0.06806574
08/1994,117919.58734,-0.03693861,-0.03701882
09/1994,113563.801767,-0.00355709,-0.00364008
10/1994,113159.845607,-0.06673981,-0.06681754
11/1994,105607.579078,0.00439769,0.00431404
12/1994,106072.008638,-0.10527151,-0.10534603
01/1995,94905.647652,0.08110683,0.08101679
02/1995,102603.143875,-0.02901157,-0.02909244
03/1995,99626.4653,-0.0064252,-0.00650796
04/1995,98986.345002,0.08406776,0.08397747
05/1995,107307.905207,-0.02737146,-0.02745247
06/1995,104370.730979,0.02889045,0.02880476
07/1995,107386.048694,0.00271858,0.00263506
08/1995,107677.986028,0.02553544,0.02545002
09/1995,110427.590478,-0.03316675,-0.03324727
10/1995,106765.066694,0.01074712,0.01066294
11/1995,107912.483981,0.05547735,0.05538944
12/1995,113899.183023,0.07910018,0.0790103
01/1996,122908.628428,0.02073384,0.02064883
02/1996,125456.996461,0.0120906,0.0120063
03/1996,126973.846362,0.03603746,0.03595117
04/1996,131549.660961,0.00169557,0.00161214
05/1996,131772.712682,-0.02649454,-0.02657562
06/1996,128281.455245,-0.06486001,-0.0649379
07/1996,119961.118651,0.03522943,0.0351432
08/1996,124187.280055,0.03440005,0.0343139
09/1996,128459.328856,0.03035022,0.0302644
10/1996,132358.097257,0.03980727,0.03972067
11/1996,137626.911881,0.02407913,0.02399383
12/1996,140940.847843,0.01484226,0.01475773
01/1997,143032.728427,0.05834222,0.05825407
02/1997,151377.574951,-0.03537805,-0.0354584
03/1997,146022.130906,-0.0152074,-0.01528942
04/1997,143801.514552,0.05891094,0.05882275
05/1997,152272.997181,0.03331807,0.033232
06/1997,157346.439275,0.02506509,0.02497972
07/1997,161290.342683,-0.11421333,-0.11428711
08/1997,142868.834902,0.00694166,0.00685779
09/1997,143860.581513,-0.22644782,-0.22651224
10/1997,111283.667119,-0.0515719,-0.0516509
11/1997,105544.556527,0.02965345,0.02956769
12/1997,108674.316741,-0.04026195,-0.04034188
01/1998,104298.876984,0.15130369,0.1512078
02/1998,120079.681845,-0.008174,-0.00825661
03/1998,119098.150493,-0.0762064,-0.07628334
04/1998,110022.109788,-0.12572426,-0.12579708
05/1998,96189.661204,-0.05343004,-0.05350887
06/1998,91050.244166,-0.03201002,-0.03209064
07/1998,88135.724322,-0.13875763,-0.13882936
08/1998,75906.219908,0.04042223,0.04033558
09/1998,78974.518811,0.14903061,0.14893491
10/1998,90744.139434,0.0767911,0.07670142
11/1998,97712.482022,-0.01793588,-0.01801767
12/1998,95959.922731,0.03975246,0.03966587
01/1999,99774.566131,0.02243165,0.02234649
02/1999,102012.674389,0.10670986,0.10661768
03/1999,112898.432504,0.18108279,0.18098442
04/1999,133342.395771,-0.05850505,-0.05858346
05/1999,125541.192619,0.09584287,0.0957516
06/1999,137573.421393,-0.04321086,-0.04329055
07/1999,131628.755878,-0.01178683,-0.01186914
08/1999,130077.270195,-0.02693786,-0.0270189
09/1999,126573.267485,0.03904784,0.0389613
10/1999,131515.679621,0.12117242,0.12107904
11/1999,147451.753407,0.08583424,0.0857438
12/1999,160108.162558,-0.04677647,-0.04685586
01/2000,152618.868402,0.0046757,0.00459202
02/2000,153332.46811,0.02555304,0.02546762
03/2000,157250.578195,0.00808106,0.0079971
04/2000,158521.330082,-0.11427007,-0.11434385
05/2000,140407.085809,0.08711458,0.08702404
06/2000,152638.590545,0.02881175,0.02872606
07/2000,157036.374713,0.05034461,0.05025713
08/2000,164942.310291,-0.05087156,-0.05095061
09/2000,156551.437306,-0.01577395,-0.01585592
10/2000,154082.00312,-0.03525806,-0.03533841
11/2000,148649.371341,-0.01813276,-0.01821454
12/2000,145953.948224,0.03241914,0.03233315
01/2001,150685.650056,-0.02939878,-0.02947962
02/2001,146255.675713,-0.07208213,-0.07215941
03/2001,135713.255796,0.05214713,0.0520595
04/2001,142790.312395,0.03711372,0.03702734
05/2001,148089.791866,-0.00015945,-0.00024273
06/2001,148066.178905,-0.05857218,-0.05865059
07/2001,139393.619387,-0.06170365,-0.0617818
08/2001,130792.524386,-0.14517832,-0.14524951
09/2001,111804.285858,0.07009205,0.07000293
10/2001,119640.877717,0.111924,0.11183139
11/2001,133031.563303,0.04396369,0.04387674
12/2001,138880.121072,0.03389437,0.03380826
01/2002,143587.375698,-0.01569163,-0.01577361
02/2002,141334.25563,0.03513926,0.03505305
03/2002,146300.636968,-0.02675208,-0.02683314
04/2002,142386.791278,-0.01938785,-0.01946952
05/2002,139626.217315,-0.10875339,-0.10882762
06/2002,124441.393492,-0.04213353,-0.0422133
07/2002,119198.238824,-0.00123782,-0.001321
08/2002,119050.693201,-0.06816594,-0.06824356
09/2002,110935.490223,0.05456187,0.05447404
10/2002,116988.338421,0.01739193,0.0173072
11/2002,119022.991804,-0.08238262,-0.08245905
12/2002,109217.565678,-0.02176355,-0.02184502
01/2003,106840.604029,-0.00991754,-0.01
02/2003,105781.008217,-0.00010131,-0.00018459
03/2003,105770.291337,0.03211426,0.0320283
04/2003,109167.02609,-0.01071067,-0.01079306
05/2003,107997.774431,0.07205281,0.07196352
06/2003,115779.317548,0.02696009,0.02687455
07/2003,118900.737855,0.0832564,0.08316618
08/2003,128799.985607,-0.02260324,-0.02268464
09/2003,125888.68894,0.07344829,0.07335888
10/2003,135134.997762,-0.03377269,-0.03385316
11/2003,130571.125803,0.01239255,0.01230823
12/2003,132189.235365,0.0460952,0.04600807
01/2004,138282.524437,0.03554207,0.03545582
02/2004,143197.371551,0.01156947,0.01148522
03/2004,144854.089384,-0.03037435,-0.0304551
04/2004,140454.2412,-0.01832811,-0.01840987
05/2004,137879.97999,0.00544595,0.0053622
06/2004,138630.867001,0.01832019,0.01823537
07/2004,141170.610564,0.02344822,0.02336297
08/2004,144480.809419,0.02769795,0.02761236
09/2004,148482.631949,0.01226964,0.01218533
10/2004,150304.460383,0.03508312,0.03499691
11/2004,155577.609476,0.01207095,0.01198666
12/2004,157455.57953,0.04187405,0.04178727
01/2005,164048.88196,0.02762124,0.02753565
02/2005,168580.115205,-0.01488958,-0.01497162
03/2005,166070.028754,-0.0006695,-0.00075273
04/2005,165958.845403,0.05003525,0.0499478
