w_EXUS,w_GOLD,w_GOVH,w_HPRD,w_IWMO,w_IWVL,w_LGAP,w_MVOL,w_MWEQ,w_PRAM,w_SP5A,w_WEBN,annualised_return_p1,annualised_return_p5,annualised_return_p50,annualised_return_p95,annualised_return_p99,max_dd_depth_p2,max_dd_length_months_p2,mda_months_p2,shannon_entropy,volatility_10y,volatility_1y,volatility_3y,volatility_5y
0.0,0.1,0.3,0.0,0.0,0.0,0.1,0.1,0.0,0.2,0.1,0.1,-0.006307,0.015255,0.068848,0.121364,0.145305,0.277528,96,14.650584,0.738206,0.031325,0.097978,0.057226,0.044908
0.0,0.2,0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.1,0.1,-0.000944,0.022416,0.072483,0.122792,0.142372,0.24742,84,10.650355,0.682417,0.030816,0.101486,0.057149,0.043602
0.0,0.0,0.3,0.1,0.0,0.0,0.1,0.1,0.0,0.2,0.1,0.1,-0.005874,0.019228,0.067616,0.116768,0.138801,0.275936,84,13.72644,0.738206,0.030622,0.093956,0.056517,0.043892
0.0,0.1,0.3,0.1,0.0,0.0,0.1,0.0,0.0,0.2,0.1,0.1,0.000522,0.021514,0.070661,0.115805,0.134726,0.223117,84,9.868439,0.738206,0.028707,0.09217,0.052635,0.041814
0.0,0.0,0.3,0.2,0.0,0.0,0.1,0.0,0.0,0.2,0.1,0.1,-0.003775,0.019859,0.068207,0.120131,0.139523,0.24957,84,11.346976,0.682417,0.03049,0.097835,0.057398,0.043324
0.0,0.0,0.3,0.0,0.0,0.0,0.1,0.1,0.0,0.2,0.1,0.2,-0.018237,0.00731,0.068243,0.123423,0.143374,0.350271,96,16.372913,0.682417,0.034804,0.111587,0.062045,0.048717
0.0,0.1,0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.1,0.2,-0.00889,0.017952,0.070092,0.12541,0.145129,0.296569,84,14.584113,0.682417,0.033659,0.10426,0.061983,0.047692
0.0,0.0,0.3,0.1,0.0,0.0,0.1,0.0,0.0,0.2,0.1,0.2,-0.011827,0.010341,0.068095,0.122403,0.139793,0.312552,96,15.994301,0.682417,0.033668,0.106359,0.061313,0.047932
0.0,0.0,0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.1,0.3,-0.027407,0.001373,0.067492,0.124962,0.160971,0.402426,96,24.480584,0.605571,0.037246,0.116343,0.068,0.053464
0.1,0.2,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.2,0.1,0.0,0.002538,0.024991,0.07911,0.140221,0.164439,0.243621,72,10.283023,0.815051,0.034186,0.105981,0.059682,0.046773
0.1,0.1,0.1,0.2,0.0,0.0,0.1,0.1,0.0,0.2,0.1,0.0,0.000822,0.021774,0.079542,0.135865,0.158714,0.26746,84,11.722584,0.815051,0.034412,0.108245,0.064626,0.050211
0.1,0.2,0.1,0.2,0.0,0.0,0.1,0.0,0.0,0.2,0.1,0.0,0.009762,0.031721,0.083035,0.139507,0.162617,0.220589,72,8.10475,0.759263,0.033197,0.10423,0.060219,0.047562
0.1,0.2,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.2,0.1,0.1,-0.009706,0.013954,0.081919,0.142421,0.162254,0.355307,96,18.548446,0.815051,0.038764,0.120189,0.074116,0.056044
0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.2,0.1,0.1,-0.009665,0.014117,0.078399,0.141114,0.165278,0.310705,84,15.971642,0.87084,0.038025,0.121465,0.068294,0.054429
0.1,0.2,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.2,0.1,0.1,-0.000335,0.023023,0.078837,0.139257,0.163707,0.272398,84,12.325909,0.815051,0.036204,0.115054,0.063771,0.051111
0.1,0.0,0.1,0.2,0.0,0.0,0.1,0.1,0.0,0.2,0.1,0.1,-0.015414,0.013104,0.073666,0.143006,0.162818,0.328832,96,18.401442,0.815051,0.038904,0.122136,0.072805,0.057484
0.1,0.1,0.1,0.2,0.0,0.0,0.1,0.0,0.0,0.2,0.1,0.1,1.7e-05,0.019691,0.081617,0.142118,0.167229,0.285734,84,13.257429,0.815051,0.036963,0.114669,0.067768,0.052228
0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.2,0.1,0.2,-0.032338,0.00177,0.077155,0.143754,0.170828,0.405516,96,21.873785,0.815051,0.042996,0.128847,0.076642,0.059615
0.1,0.2,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.1,0.2,-0.001767,0.022109,0.082648,0.143097,0.175527,0.338623,84,16.892784,0.759263,0.038735,0.124179,0.073137,0.054899
0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.2,0.1,0.2,-0.01336,0.01203,0.079152,0.147076,0.179348,0.385894,96,21.133103,0.815051,0.04175,0.132921,0.075158,0.060153
0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.2,0.1,0.2,-0.009694,0.012292,0.079723,0.13887,0.162606,0.341114,96,16.268763,0.815051,0.038268,0.123665,0.069101,0.053879
0.1,0.0,0.1,0.2,0.0,0.0,0.1,0.0,0.0,0.2,0.1,0.2,-0.01074,0.011765,0.077636,0.139381,0.163323,0.34785,96,20.059086,0.759263,0.039113,0.126366,0.072812,0.056316
0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.2,0.1,0.3,-0.048361,-0.006636,0.076802,0.146559,0.178141,0.49335,108,32.176613,0.738206,0.047135,0.143332,0.087828,0.068496
0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.1,0.3,-0.021207,0.00291,0.076128,0.147348,0.173124,0.424056,96,24.805923,0.738206,0.043688,0.127676,0.078264,0.062594
0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.2,0.1,0.3,-0.031178,0.005834,0.076593,0.148751,0.169188,0.430527,96,23.083828,0.738206,0.043873,0.139335,0.078457,0.061469
0.1,0.2,0.2,0.0,0.0,0.0,0.1,0.1,0.0,0.2,0.1,0.0,0.003802,0.018323,0.072132,0.128309,0.147047,0.285433,84,13.403666,0.759263,0.033049,0.112049,0.065499,0.047656
0.1,0.1,0.2,0.1,0.0,0.0,0.1,0.1,0.0,0.2,0.1,0.0,-0.003749,0.017798,0.073293,0.127794,0.150361,0.266193,84,12.24814,0.815051,0.033008,0.101226,0.058247,0.045221
0.1,0.2,0.2,0.1,0.0,0.0,0.1,0.0,0.0,0.2,0.1,0.0,0.014132,0.027917,0.078355,0.13067,0.151553,0.209029,72,8.145539,0.759263,0.031317,0.100809,0.058906,0.044805
0.1,0.0,0.2,0.2,0.0,0.0,0.1,0.1,0.0,0.2,0.1,0.0,-0.009096,0.016448,0.074037,0.129786,0.153386,0.293696,84,14.512765,0.759263,0.034819,0.108931,0.062142,0.050392
0.1,0.1,0.2,0.2,0.0,0.0,0.1,0.0,0.0,0.2,0.1,0.0,0.003331,0.026858,0.076275,0.131283,0.154804,0.235972,72,9.900173,0.759263,0.032572,0.098145,0.059769,0.045848
0.1,0.1,0.2,0.0,0.0,0.0,0.1,0.1,0.0,0.2,0.1,0.1,-0.005372,0.010395,0.070115,0.12688,0.160354,0.348426,96,18.544564,0.815051,0.03649,0.115748,0.067109,0.052396
0.1,0.2,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.1,0.1,-0.006346,0.017147,0.076442,0.134174,0.156167,0.283097,84,14.341524,0.759263,0.035287,0.119871,0.066938,0.052124
0.1,0.0,0.2,0.1,0.0,0.0,0.1,0.1,0.0,0.2,0.1,0.1,-0.014762,0.012062,0.071643,0.132723,0.149371,0.349661,96,17.267828,0.815051,0.036702,0.1148,0.06572,0.052312
0.1,0.1,0.2,0.1,0.0,0.0,0.1,0.0,0.0,0.2,0.1,0.1,-0.002556,0.017056,0.076004,0.134166,0.158502,0.274039,84,12.803214,0.815051,0.034305,0.107478,0.061805,0.049194
0.1,0.0,0.2,0.2,0.0,0.0,0.1,0.0,0.0,0.2,0.1,0.1,-0.000798,0.019308,0.071549,0.130032,0.150131,0.296446,84,13.176097,0.759263,0.033777,0.116342,0.06505,0.049991
0.1,0.0,0.2,0.0,0.0,0.0,0.1,0.1,0.0,0.2,0.1,0.2,-0.026911,0.000266,0.070655,0.133404,0.157958,0.415374,96,23.36082,0.759263,0.040654,0.126877,0.075358,0.059166
0.1,0.1,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.1,0.2,-0.019003,0.012267,0.072523,0.130459,0.158409,0.367516,96,19.964485,0.759263,0.036528,0.122529,0.070493,0.054133
0.1,0.0,0.2,0.1,0.0,0.0,0.1,0.0,0.0,0.2,0.1,0.2,-0.020162,0.007693,0.071686,0.130666,0.157622,0.362883,108,22.994761,0.759263,0.03838,0.115622,0.070145,0.055068
0.1,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.1,0.3,-0.033887,-0.005028,0.07135,0.139041,0.167173,0.432485,108,25.227253,0.682417,0.043698,0.126643,0.075596,0.059009
0.1,0.1,0.3,0.0,0.0,0.0,0.1,0.1,0.0,0.2,0.1,0.0,-0.001244,0.015024,0.067872,0.118203,0.1383,0.280601,84,12.518728,0.738206,0.030609,0.099774,0.05691,0.043205
0.1,0.2,0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.1,0.0,0.00333,0.021803,0.068157,0.120286,0.146344,0.256139,84,10.882248,0.682417,0.030182,0.096458,0.055866,0.044767
0.1,0.0,0.3,0.1,0.0,0.0,0.1,0.1,0.0,0.2,0.1,0.0,-0.008607,0.012991,0.065538,0.119695,0.136162,0.283077,84,13.42622,0.738206,0.032408,0.09976,0.058003,0.044507
0.1,0.1,0.3,0.1,0.0,0.0,0.1,0.0,0.0,0.2,0.1,0.0,0.002639,0.019235,0.069622,0.117214,0.131239,0.228889,84,10.068889,0.738206,0.030087,0.091948,0.054811,0.04301
0.1,0.0,0.3,0.2,0.0,0.0,0.1,0.0,0.0,0.2,0.1,0.0,-0.002079,0.016398,0.068245,0.121582,0.148303,0.239128,84,10.412389,0.682417,0.032715,0.099313,0.057561,0.044742
0.1,0.0,0.3,0.0,0.0,0.0,0.1,0.1,0.0,0.2,0.1,0.1,-0.017165,0.003471,0.062612,0.11596,0.136444,0.357317,96,18.998913,0.738206,0.033514,0.108275,0.062838,0.047024
0.1,0.1,0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.1,0.1,-0.010009,0.015414,0.067937,0.121332,0.143619,0.275137,84,13.64993,0.738206,0.033374,0.105926,0.059342,0.045028
0.1,0.0,0.3,0.1,0.0,0.0,0.1,0.0,0.0,0.2,0.1,0.1,-0.01166,0.01447,0.068443,0.12143,0.139789,0.284615,84,13.473486,0.738206,0.033414,0.104092,0.061297,0.048297
0.1,0.0,0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.1,0.2,-0.025085,0.003615,0.063478,0.125462,0.148931,0.364416,108,22.554294,0.682417,0.036772,0.116246,0.065889,0.052265
0.0,0.2,0.1,0.2,0.0,0.0,0.0,0.1,0.0,0.2,0.2,0.0,0.012103,0.030429,0.083348,0.135726,0.157015,0.207795,60,6.986623,0.703474,0.031983,0.095099,0.056038,0.044577
0.0,0.2,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.2,0.2,0.1,0.003431,0.027903,0.082262,0.137306,0.154354,0.269775,72,9.679338,0.759263,0.033394,0.110064,0.062195,0.046951
0.0,0.1,0.1,0.2,0.0,0.0,0.0,0.1,0.0,0.2,0.2,0.1,0.004151,0.025603,0.08161,0.140377,0.158722,0.26402,84,11.471806,0.759263,0.034751,0.105862,0.062365,0.048403
0.0,0.2,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.01162,0.035321,0.083866,0.139048,0.154046,0.207466,60,7.147585,0.703474,0.031249,0.105666,0.058604,0.045455
0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.2,0.2,-0.005701,0.015228,0.082222,0.143419,0.179857,0.337453,84,16.03706,0.703474,0.039724,0.119417,0.072001,0.05621
0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.2,0.2,0.2,-0.011333,0.01614,0.082915,0.143085,0.161887,0.330927,84,16.725855,0.759263,0.038806,0.112124,0.067099,0.052814
0.0,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.001667,0.030339,0.087038,0.147645,0.170798,0.287792,84,12.455296,0.703474,0.036522,0.112828,0.066665,0.052527
0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.1,0.0,0.2,0.2,0.2,-0.009803,0.016918,0.081032,0.144318,0.163849,0.326324,96,17.0446,0.703474,0.039464,0.115847,0.068809,0.054099
0.0,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.000971,0.0244,0.084011,0.144507,0.16539,0.284688,84,13.675777,0.703474,0.036692,0.110452,0.065058,0.050816
0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.2,0.3,-0.023809,0.011498,0.080645,0.150484,0.17985,0.394576,96,21.585305,0.682417,0.042763,0.133221,0.076289,0.058713
0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,-0.01492,0.015751,0.081425,0.153204,0.182445,0.37279,84,18.440579,0.626628,0.04151,0.127386,0.074069,0.058107
0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.2,0.2,0.3,-0.017281,0.006599,0.07642,0.143368,0.164161,0.39484,96,21.448402,0.682417,0.041032,0.128068,0.07523,0.058547
0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,-0.015072,0.014743,0.0805,0.144828,0.1713,0.368523,96,17.323045,0.682417,0.039985,0.122363,0.071472,0.055521
0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,-0.012212,0.011824,0.081195,0.149724,0.172926,0.36327,96,19.97648,0.626628,0.041182,0.12725,0.073871,0.057282
0.0,0.2,0.2,0.1,0.0,0.0,0.0,0.1,0.0,0.2,0.2,0.0,0.016307,0.033335,0.075575,0.125501,0.146946,0.193962,72,7.391133,0.703474,0.028157,0.094198,0.053443,0.039926
0.0,0.1,0.2,0.2,0.0,0.0,0.0,0.1,0.0,0.2,0.2,0.0,0.005486,0.025424,0.076802,0.126349,0.145358,0.210067,72,8.190366,0.703474,0.029867,0.096967,0.056109,0.042448
0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.020647,0.03663,0.08157,0.133081,0.152735,0.164747,60,5.174457,0.647685,0.028996,0.088971,0.050482,0.040135
0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.2,0.1,-0.003754,0.022399,0.076811,0.131353,0.14973,0.295624,84,14.830767,0.703474,0.033595,0.106515,0.06027,0.047888
0.0,0.1,0.2,0.1,0.0,0.0,0.0,0.1,0.0,0.2,0.2,0.1,0.00228,0.025188,0.074985,0.127566,0.138759,0.258967,72,11.728364,0.759263,0.030977,0.099175,0.058205,0.044118
0.0,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.009091,0.031017,0.076777,0.131253,0.156241,0.215232,72,8.741739,0.703474,0.030859,0.095484,0.055203,0.043183
0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.1,0.0,0.2,0.2,0.1,-0.000914,0.022515,0.075605,0.128551,0.143416,0.264027,84,12.081953,0.703474,0.03279,0.102529,0.061543,0.047432
0.0,0.1,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.008289,0.027733,0.076766,0.131079,0.146112,0.218732,72,8.235091,0.703474,0.030549,0.094969,0.055602,0.043712
0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.2,0.2,-0.012976,0.013383,0.074976,0.13735,0.158964,0.343618,96,16.987753,0.703474,0.037147,0.113355,0.064683,0.050873
0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,-0.005516,0.015564,0.080638,0.138587,0.163488,0.292827,96,16.594731,0.647685,0.03717,0.115026,0.065577,0.0516
0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.1,0.0,0.2,0.2,0.2,-0.008453,0.013573,0.074542,0.131008,0.15551,0.329712,84,16.013886,0.703474,0.035594,0.111102,0.062742,0.050441
0.0,0.1,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.000743,0.020007,0.077347,0.134247,0.158462,0.291973,84,12.811273,0.703474,0.034917,0.111612,0.063379,0.048503
0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,-0.002496,0.016774,0.073843,0.134676,0.151437,0.27578,84,12.993143,0.647685,0.035232,0.106005,0.062963,0.049629
0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.2,0.3,-0.021843,0.002633,0.071323,0.13439,0.158677,0.42051,96,24.855466,0.626628,0.040159,0.126321,0.076847,0.059307
0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,-0.017379,0.007374,0.074898,0.141333,0.1666,0.366929,96,19.984776,0.626628,0.039452,0.115344,0.068817,0.055238
0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,-0.013438,0.010068,0.07469,0.133513,0.161789,0.35386,96,16.970473,0.626628,0.037683,0.118526,0.06893,0.05252
0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.2,0.0,0.008728,0.026542,0.072285,0.121636,0.146152,0.192835,72,7.383168,0.626628,0.029235,0.094812,0.051601,0.040269
0.0,0.1,0.3,0.1,0.0,0.0,0.0,0.1,0.0,0.2,0.2,0.0,0.010766,0.027701,0.070636,0.112971,0.12842,0.194135,72,6.879886,0.682417,0.026166,0.085012,0.049496,0.037804
0.0,0.2,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.015112,0.03303,0.074759,0.119953,0.139707,0.161498,60,5.527259,0.626628,0.026699,0.084646,0.048872,0.037338
0.0,0.0,0.3,0.2,0.0,0.0,0.0,0.1,0.0,0.2,0.2,0.0,0.003969,0.024099,0.068275,0.118552,0.129989,0.223155,72,9.173196,0.626628,0.028496,0.093554,0.051827,0.039978
0.0,0.1,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.017122,0.028682,0.07323,0.11576,0.137031,0.174265,60,5.815164,0.626628,0.025979,0.085343,0.046736,0.036305
0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.2,0.1,-0.001102,0.016944,0.070589,0.122438,0.137558,0.281765,84,12.710335,0.682417,0.031988,0.098073,0.05632,0.045535
0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.006754,0.025791,0.071946,0.122694,0.139901,0.230285,72,8.607525,0.626628,0.029532,0.097234,0.056635,0.042449
0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.1,0.0,0.2,0.2,0.1,-0.003963,0.017326,0.069699,0.118125,0.141418,0.263014,84,12.83341,0.682417,0.03052,0.094204,0.057022,0.045016
0.0,0.1,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.000881,0.023638,0.070689,0.120196,0.136292,0.234512,84,10.737091,0.682417,0.029204,0.089618,0.053915,0.04203
0.0,0.0,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.004762,0.021505,0.070586,0.121938,0.140189,0.233796,72,8.81547,0.626628,0.029961,0.097013,0.055134,0.043131
0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.2,0.2,-0.014566,0.008068,0.067637,0.124244,0.139565,0.34287,96,17.501771,0.626628,0.034475,0.104912,0.063734,0.049347
0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,-0.010895,0.016209,0.071038,0.131259,0.149775,0.309707,84,18.000538,0.626628,0.03447,0.106594,0.063533,0.049433
0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,-0.007783,0.018771,0.0698,0.127699,0.148397,0.295651,84,14.099813,0.626628,0.033739,0.10209,0.059757,0.046339
0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,-0.027023,0.005757,0.070346,0.127569,0.151934,0.379109,96,20.18263,0.549783,0.038209,0.115957,0.066587,0.053679
0.1,0.2,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.2,0.2,0.0,0.004323,0.026227,0.082445,0.137278,0.156585,0.265879,84,11.178004,0.759263,0.033818,0.10756,0.061711,0.048524
0.1,0.1,0.1,0.2,0.0,0.0,0.0,0.1,0.0,0.2,0.2,0.0,-0.002425,0.025339,0.078924,0.136364,0.163191,0.249397,72,10.806033,0.759263,0.034195,0.107713,0.062629,0.048923
0.1,0.2,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.013568,0.033317,0.084866,0.13806,0.161094,0.217216,72,8.223404,0.703474,0.032473,0.102587,0.058279,0.043816
0.1,0.2,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.2,0.1,-0.012471,0.015446,0.079705,0.141247,0.166141,0.338463,84,16.290954,0.759263,0.03827,0.121118,0.070834,0.055946
0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.2,0.2,0.1,-0.005579,0.018685,0.081119,0.139585,0.161548,0.324615,84,13.479233,0.815051,0.036592,0.114068,0.064269,0.05056
0.1,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,-0.002892,0.026652,0.081944,0.137712,0.159239,0.282889,84,12.71178,0.759263,0.034266,0.109046,0.063187,0.048094
0.1,0.0,0.1,0.2,0.0,0.0,0.0,0.1,0.0,0.2,0.2,0.1,-0.01276,0.01427,0.079213,0.143322,0.16229,0.345646,96,17.254761,0.759263,0.039143,0.120151,0.070003,0.054444
0.1,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,-0.002356,0.025042,0.081816,0.139712,0.17141,0.286919,84,13.962675,0.759263,0.035923,0.113751,0.065655,0.050755
0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.2,0.2,-0.024371,0.006302,0.078082,0.148137,0.174219,0.412471,96,23.851599,0.759263,0.043293,0.132485,0.077505,0.060611
0.1,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,-0.021704,0.011004,0.080988,0.143797,0.173829,0.38238,96,18.804524,0.703474,0.04032,0.128431,0.073359,0.055222
0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.2,0.2,0.2,-0.020971,0.007976,0.07826,0.144586,0.178171,0.391097,96,23.512863,0.759263,0.041613,0.12721,0.074605,0.059914
0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,-0.014134,0.015998,0.078054,0.14113,0.173957,0.366303,96,19.068644,0.759263,0.039661,0.122652,0.072065,0.055641
0.1,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,-0.012889,0.015208,0.078411,0.138241,0.15824,0.34115,96,18.484443,0.703474,0.038042,0.126353,0.070456,0.055463
0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.2,0.3,-0.031937,-0.005987,0.071809,0.144747,0.165644,0.459239,108,29.397889,0.682417,0.045664,0.141744,0.082549,0.06548
0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,-0.018687,0.00268,0.07774,0.15302,0.180539,0.432378,96,24.851838,0.682417,0.044728,0.136644,0.078769,0.061119
0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,-0.02097,0.008354,0.075091,0.147814,0.170124,0.394867,96,20.838151,0.682417,0.043005,0.134523,0.077717,0.059711
0.1,0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.2,0.0,-0.004289,0.019985,0.075665,0.124905,0.143961,0.279259,84,11.907204,0.703474,0.031755,0.111262,0.062001,0.046844
0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.1,0.0,0.2,0.2,0.0,0.00035,0.020834,0.073745,0.127391,0.149162,0.276417,84,11.825649,0.759263,0.032187,0.106478,0.057229,0.046311
0.1,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.009531,0.026918,0.077869,0.126249,0.148216,0.211749,72,7.84964,0.703474,0.030379,0.0975,0.055303,0.043222
0.1,0.0,0.2,0.2,0.0,0.0,0.0,0.1,0.0,0.2,0.2,0.0,-0.007886,0.019695,0.074451,0.128236,0.149998,0.259411,84,11.914593,0.703474,0.033526,0.107706,0.060059,0.047039
0.1,0.1,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.008297,0.027342,0.07844,0.127458,0.152786,0.222782,60,8.675086,0.703474,0.031124,0.10368,0.057138,0.043635
0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.2,0.1,-0.00793,0.016077,0.074257,0.135373,0.156105,0.341873,96,16.078954,0.759263,0.036066,0.114511,0.066584,0.051596
0.1,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,-0.007608,0.016824,0.077817,0.137807,0.164102,0.300509,84,14.355063,0.703474,0.036499,0.111039,0.063969,0.049943
0.1,0.0,0.2,0.1,0.0,0.0,0.0,0.1,0.0,0.2,0.2,0.1,-0.015045,0.008421,0.07092,0.133027,0.152961,0.331285,96,19.010549,0.759263,0.03691,0.115328,0.0657,0.052747
0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,-0.002655,0.016883,0.07594,0.131039,0.152732,0.278747,84,13.717226,0.759263,0.034277,0.104622,0.060817,0.048459
0.1,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,-0.000372,0.015908,0.074236,0.128774,0.15219,0.297779,84,13.523981,0.703474,0.034233,0.108177,0.062542,0.048687
0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.2,0.2,-0.02838,-2.9e-05,0.070553,0.13472,0.163054,0.4216,108,24.407538,0.703474,0.041421,0.12726,0.074653,0.057673
0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,-0.017395,0.008069,0.07332,0.135816,0.160592,0.364094,96,18.450978,0.703474,0.039362,0.116834,0.070423,0.055327
0.1,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,-0.01709,0.008117,0.073447,0.135635,0.155725,0.346699,96,18.027377,0.703474,0.03796,0.117685,0.069402,0.053427
0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,-0.036762,-0.001574,0.070168,0.142902,0.163764,0.435166,108,25.404281,0.626628,0.043017,0.130794,0.077857,0.060181
0.1,0.1,0.3,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.2,0.0,-0.011277,0.014311,0.066898,0.119097,0.139604,0.301008,84,13.330466,0.682417,0.031999,0.095885,0.056885,0.044281
0.1,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.008956,0.022942,0.071487,0.119088,0.145207,0.226062,72,9.142432,0.626628,0.029885,0.09495,0.053786,0.042727
