Data,UBS ETF (IE) MSCI Emerging Markets SF UCITS ETF (USD) A-acc (IE00B3Z3FS74)
05/1998,133695.63177582234
06/1998,135381.66531072132
07/1998,136588.90967426685
08/1998,118659.0384224198
09/1998,109892.22819985262
10/1998,116851.32045288045
11/1998,126323.87467867637
12/1998,130333.7471307977
01/1999,134618.45973818225
02/1999,135590.81342608275
03/1999,144876.5409800986
04/1999,153156.2212630631
05/1999,147380.4713193294
06/1999,155040.12858225053
07/1999,154043.96418734812
08/1999,156249.7272802293
09/1999,156574.3593346897
10/1999,165921.90330251795
11/1999,177778.74852710418
12/1999,195110.76625369804
01/2000,188028.69516028202
02/2000,194891.7652537126
03/2000,206309.97223785354
04/2000,205685.08875888842
05/2000,195998.14976306065
06/2000,199055.92521083512
07/2000,197929.8633801458
08/2000,208102.39586996954
09/2000,200495.38736697604
10/2000,203093.94540108973
11/2000,188917.95274657864
12/2000,182482.57267882564
01/2001,183054.5600084497
02/2001,169377.37681240976
03/2001,165329.8220904758
04/2001,175955.58128542252
05/2001,178109.95932172498
06/2001,170846.39869642578
07/2001,162574.04334688652
08/2001,151269.4590799226
09/2001,136404.78756141898
10/2001,141121.35649302576
11/2001,149041.6835073023
12/2001,151444.10933249563
01/2002,146670.09991514165
02/2002,147325.4789128503
03/2002,153858.43814346605
04/2002,149887.59377163675
05/2002,145720.63677972165
06/2002,131552.81941748894
07/2002,120800.14341189121
08/2002,119999.31905653088
09/2002,106978.67000557604
10/2002,112552.54320735153
11/2002,116987.10045483419
12/2002,107161.0593180069
01/2003,99942.56836714181
02/2003,98281.39443125676
03/2003,95387.61220425894
04/2003,102325.25665722224
05/2003,102319.75723485064
06/2003,108428.21750723997
07/2003,111983.97646474764
08/2003,118981.99682952857
09/2003,114926.32067624488
10/2003,122438.3373068784
11/2003,121330.1154141759
12/2003,124055.48255367906
01/2004,128281.39365858673
02/2004,130872.48593170017
03/2004,133615.04765846365
04/2004,133134.40321790284
05/2004,131004.44179478525
06/2004,134503.87047579233
07/2004,131658.57426850885
08/2004,131420.0556136058
09/2004,132002.74301169164
10/2004,133225.12745882617
11/2004,136121.8429660152
12/2004,138476.9839051515
01/2005,141853.63963764178
02/2005,145682.93068797048
03/2005,145593.96557512128
04/2005,141958.24708218782
05/2005,149436.9255220069
06/2005,154881.54525377424
07/2005,159870.2845158381
08/2005,162869.6912069535
09/2005,172508.8098009625
10/2005,167198.3800876899
11/2005,175330.128319739
12/2005,183024.03938983663
01/2006,189445.3831917402
02/2006,192672.7852799328
03/2006,195022.33954743508
04/2006,197290.09480438626
05/2006,184912.52242514645
06/2006,186926.03031757587
07/2006,187879.38490007757
08/2006,191956.25131075116
09/2006,194695.29716628612
10/2006,201815.78455809952
11/2006,199891.79671862777
12/2006,206091.57072505236
01/2007,210806.33088951962
02/2007,208358.99831189672
03/2007,211980.909834945
04/2007,216950.3681920222
05/2007,224273.8374396407
06/2007,223634.51696050988
07/2007,217292.96820734467
08/2007,214178.94864788995
09/2007,218780.49176488642
10/2007,224056.09383496045
11/2007,210714.46184107492
12/2007,207315.22764675485
01/2008,186733.37551820808
02/2008,186394.51121575464
03/2008,176238.94446612068
04/2008,189291.51294301212
05/2008,192560.45746118322
06/2008,174702.50959063883
07/2008,170136.81199432476
08/2008,173280.6304117553
09/2008,152740.70543336202
10/2008,135627.50121704087
11/2008,128574.8134695897
12/2008,123779.076144641
01/2009,121871.07266323685
02/2009,111023.85422428895
03/2009,112435.31052730525
04/2009,127250.35134513976
05/2009,134975.2570940896
06/2009,133237.28642845218
07/2009,145706.73843924873
08/2009,151256.1984240139
09/2009,153506.3858709874
10/2009,149439.859321604
11/2009,150864.22240563342
12/2009,159833.57135695792
01/2010,157141.0175359371
02/2010,161564.6084841875
03/2010,173126.04783500885
04/2010,172645.27928958504
05/2010,166173.98712872394
06/2010,164250.5446156475
07/2010,169005.43310976308
08/2010,168453.61758180617
09/2010,171518.95932305505
10/2010,174950.07097629763
11/2010,178613.3394403209
12/2010,187738.04495659334
01/2011,187160.01684139392
02/2011,192107.4630376024
03/2011,183316.41272300066
04/2011,184805.86106378472
05/2011,185248.88625801558
06/2011,181751.35573500558
07/2011,181172.54628786826
08/2011,163674.8406120554
09/2011,157564.34295093146
10/2011,166738.54813998015
11/2011,165942.98453978475
12/2011,170208.38066456022
01/2012,176171.10762960673
02/2012,182165.35075162677
03/2012,181994.86623029158
04/2012,180828.4674050247
05/2012,170689.12722466316
06/2012,179171.88145124438
07/2012,185921.67482147698
08/2012,186267.82656069862
09/2012,187188.19671855978
10/2012,187585.971256326
11/2012,191634.83823385832
12/2012,194313.14308199644
01/2013,198514.99004951247
02/2013,202838.80019047714
03/2013,209617.91607486483
04/2013,214691.13283867677
05/2013,210947.6538495047
06/2013,201897.47420265808
07/2013,209514.97099124556
08/2013,207441.0925779711
09/2013,217659.49487577454
10/2013,222719.65385441962
11/2013,224578.42514069937
12/2013,224986.37765399547
01/2014,220297.1157786417
02/2014,227323.9145708295
03/2014,226713.44956431573
04/2014,229261.28420007965
05/2014,236962.82861807005
06/2014,239433.88490070196
07/2014,240072.49272860275
08/2014,243743.60004151126
09/2014,244970.45593355724
10/2014,242210.9407141056
11/2014,245994.3511013098
12/2014,244514.77892978987
01/2015,261664.47100631188
02/2015,278901.05357507954
03/2015,286502.63954381994
04/2015,286752.70641160617
05/2015,290612.4176230833
06/2015,276824.5718177662
07/2015,286905.5538200027
08/2015,260124.18906161946
09/2015,247257.27632510575
10/2015,270348.54332758527
11/2015,277061.23102378554
12/2015,264394.4205123205
01/2016,245450.26935107063
02/2016,242733.20062300764
03/2016,247896.95045258704
04/2016,255463.8252447682
05/2016,258214.92647888465
06/2016,251539.65019139127
07/2016,263652.1555633612
08/2016,263445.26828904275
09/2016,265959.461671373
10/2016,265912.6439370274
11/2016,269302.1664609716
12/2016,280578.0222943574
01/2017,283178.9644500126
02/2017,290716.9976614997
03/2017,295476.0628287179
04/2017,295159.60187755735
05/2017,297090.1684118547
06/2017,292393.1574029484
07/2017,293008.28432621824
08/2017,290512.39996063354
09/2017,298525.9135871076
10/2017,306971.44911818963
11/2017,304554.4728641478
12/2017,306304.3582296389
01/2018,308634.6362583954
02/2018,299821.60156311817
03/2018,292073.2300465926
04/2018,304765.15511281346
05/2018,308696.44055715983
06/2018,306382.88884263934
07/2018,311824.491768959
08/2018,308159.9435482234
09/2018,312582.9795836839
10/2018,294302.95085086866
11/2018,292976.2522947903
12/2018,275625.4309697545
01/2019,294316.77351809945
02/2019,303783.9332215819
03/2019,310250.385477041
04/2019,319521.43712825445
05/2019,306237.96007696167
06/2019,317908.28870716365
07/2019,320523.8317905378
08/2019,315904.37736615766
09/2019,329152.1882343649
10/2019,331722.3493580766
11/2019,341124.6667973505
12/2019,344107.25826956495
01/2020,343004.6331688503
02/2020,314690.2673655907
03/2020,270765.9709517074
04/2020,291778.57180817774
05/2020,297087.1318021169
06/2020,305557.78955740563
07/2020,296484.3141626428
08/2020,309380.3791490126
09/2020,306627.0447895719
10/2020,294825.2700341339
11/2020,332056.2899312161
12/2020,338926.52839098027
01/2021,339043.40827630734
02/2021,348112.79615687195
03/2021,369047.7515814868
04/2021,369409.18754910905
05/2021,378519.9029242469
06/2021,384665.97463579744
07/2021,386993.30948803684
08/2021,395098.35357253626
09/2021,392197.61157007405
10/2021,401580.24577246356
11/2021,392288.7239307543
12/2021,413562.55571735185
01/2022,401333.4098030703
02/2022,393571.6127013744
03/2022,401653.44061859127
04/2022,395251.6359708474
05/2022,392097.44932095415
06/2022,366351.96476764395
07/2022,391693.89109112
08/2022,380788.7455441392
09/2022,354472.29768968094
10/2022,367748.83292816434
11/2022,388799.2100527201
12/2022,376394.3976258751
01/2023,400965.60106506106
02/2023,399497.4044005677
03/2023,398762.5908224332
04/2023,406126.74706777773
05/2023,399250.7418755097
06/2023,411187.94879430026
07/2023,418447.6904592461
08/2023,407998.0108622326
09/2023,404439.2759486779
10/2023,386456.0916256859
11/2023,410707.00983124104
12/2023,428492.95944348344
01/2024,438796.4078011397
02/2024,446741.2072010071
03/2024,462455.44899303897
04/2024,454104.4743302156
05/2024,465651.5256122965
06/2024,464220.1887648402
07/2024,473345.64536509133
08/2024,477711.0584923151
09/2024,478298.43743667327
10/2024,467008.0877868881
11/2024,482307.42070982937
12/2024,477174.8068342362
01/2025,500712.83438463276
02/2025,508626.2528912603
03/2025,486806.4873266018
04/2025,484009.22514664434
05/2025,508317.8647106885
06/2025,503325.2827673498
07/2025,509144.3061339346
08/2025,521900.0028432288
09/2025,529225.3019355389
10/2025,543584.3793317025
11/2025,548691.9623693126
12/2025,556298.8475772162
01/2026,574297.255902888
