Data,UBS ETF (IE) MSCI Emerging Markets SF UCITS ETF (USD) A-acc (IE00B3Z3FS74)
08/2003,20948.10532649903
09/2003,20293.23842767697
10/2003,20253.85654762177
11/2003,20240.48362676914
12/2003,20133.213692640784
01/2004,19671.960215579336
02/2004,19426.70306591773
03/2004,21123.468485034515
04/2004,19817.65518947623
05/2004,19647.1793939816
06/2004,19844.535370927875
07/2004,19813.01257638339
08/2004,20492.795074761987
09/2004,20413.200845518204
10/2004,20361.20865209782
11/2004,20783.241420854865
12/2004,19596.802958471853
01/2005,19736.760287992503
02/2005,20017.65255423583
03/2005,20096.35088864193
04/2005,20492.890029034086
05/2005,20483.018373004794
06/2005,22029.40545786141
07/2005,21619.38560229021
08/2005,21645.62103609035
09/2005,23950.36344034816
10/2005,23861.491691072933
11/2005,25665.850250056952
12/2005,26501.221624516806
01/2006,28602.933068192273
02/2006,28533.909641360035
03/2006,29303.14121273447
04/2006,31304.90209157883
05/2006,30925.892176793084
06/2006,29409.431430025284
07/2006,30191.99283828399
08/2006,29567.842934987326
09/2006,28846.587572872537
10/2006,28980.797903039627
11/2006,29857.19730490748
12/2006,29416.198318785657
01/2007,30602.965769960687
02/2007,30639.61381069543
03/2007,30281.33708853677
04/2007,30325.657862641594
05/2007,29857.42003132505
06/2007,29354.373830734596
07/2007,29588.691199057903
08/2007,29882.04679514291
09/2007,31934.735215422028
10/2007,33303.85982085266
11/2007,32347.694204951695
12/2007,34629.70093292768
01/2008,37838.02467996976
02/2008,39035.81278871047
03/2008,35978.878761285814
04/2008,34157.59216865411
05/2008,34807.71200590731
06/2008,35962.7886603957
07/2008,35837.03458475786
08/2008,34452.04212473462
09/2008,37686.93398686704
10/2008,34909.23862033754
11/2008,39001.84507746405
12/2008,37878.30952276487
01/2009,43723.9453862981
02/2009,45885.193718801886
03/2009,41970.07887996043
04/2009,40547.98010099495
05/2009,42168.66730610129
06/2009,40293.43821651425
07/2009,40476.012679066145
08/2009,40800.54485049009
09/2009,41441.967045778016
10/2009,42824.44391293949
11/2009,47695.61230302327
12/2009,46703.10674387147
01/2010,47061.7659955467
02/2010,49771.187255854595
03/2010,50434.998197786525
04/2010,53974.02706376135
05/2010,59793.64754643555
06/2010,61781.79649407228
07/2010,54683.57125972378
08/2010,59885.116272577536
09/2010,58361.53178785961
10/2010,59229.47396957929
11/2010,64866.83962270573
12/2010,64319.809478205934
01/2011,59064.17480396796
02/2011,62158.33185137042
03/2011,61727.476359341745
04/2011,62972.526769018215
05/2011,65094.27685550029
06/2011,63480.86932988161
07/2011,69596.6516277973
08/2011,76483.86410264262
09/2011,73114.72573449754
10/2011,74953.89393804362
11/2011,79300.61586799927
12/2011,74158.69187412412
01/2012,80664.60338185276
02/2012,80241.15587347168
03/2012,75858.69232481775
04/2012,76155.03753058905
05/2012,76552.75379422194
06/2012,77376.13255357885
07/2012,80469.47176411939
08/2012,79663.52769705896
09/2012,83707.53341683265
10/2012,80628.12242671174
11/2012,81000.08995391907
12/2012,76859.39304671876
01/2013,74873.79339058879
02/2013,73735.33864437103
03/2013,76065.06463528836
04/2013,68485.69461444311
05/2013,65342.369212847996
06/2013,55537.79329382156
07/2013,60345.67771611421
08/2013,64223.28750865066
09/2013,59859.45716597918
10/2013,59150.97185540988
11/2013,56102.36189755424
12/2013,53094.3275818589
01/2014,56406.510671063086
02/2014,58524.720844606454
03/2014,57094.898314810125
04/2014,56696.305229864876
05/2014,56006.8851209457
06/2014,58675.76395305291
07/2014,58544.22579435347
08/2014,59415.219084928394
09/2014,58918.00392297799
10/2014,56653.05003773288
11/2014,57742.302097223925
12/2014,60197.07321713235
01/2015,67936.98163941871
02/2015,65822.21364910403
03/2015,67235.54348818483
04/2015,64134.961670329336
05/2015,66186.75309169822
06/2015,63780.17838316237
07/2015,61036.94510724452
08/2015,61676.069896906425
09/2015,60599.76823527833
10/2015,63191.104294971345
11/2015,61172.90599927893
12/2015,59461.87850086693
01/2016,62047.47884858505
02/2016,69120.00911940078
03/2016,66215.05940513252
04/2016,68710.59956276063
05/2016,66225.90768659524
06/2016,72500.250094458
07/2016,73593.81383040991
08/2016,71675.2956874704
09/2016,72212.54994279226
10/2016,70819.32382459994
11/2016,67509.48113384176
12/2016,67013.02163570316
01/2017,68722.489231187
02/2017,72208.52620669901
03/2017,70960.84892345975
04/2017,70613.54172570423
05/2017,68768.70643144612
06/2017,66338.76020118555
07/2017,65871.61066927468
08/2017,67603.63243465735
09/2017,66233.51970424519
10/2017,66511.50393051755
11/2017,65844.00386276579
12/2017,65881.69979685792
01/2018,65802.90589006717
02/2018,65754.90786722332
03/2018,65480.642266279705
04/2018,66255.2048571096
05/2018,67998.34472653667
06/2018,65367.57716604651
07/2018,63401.25968203127
08/2018,62896.13125235939
09/2018,62503.418156882435
10/2018,65419.741558203976
11/2018,65323.104091956266
12/2018,68215.65656760833
01/2019,70196.84353199646
02/2019,70420.69874760469
03/2019,70266.92108652247
04/2019,69661.73950840702
05/2019,70804.43656388612
06/2019,75455.14176400146
07/2019,78018.50443192128
08/2019,84400.5828070322
09/2019,83127.80089023837
10/2019,82554.27375551611
11/2019,81028.190740117
12/2019,82620.0763800158
01/2020,87355.29628241716
02/2020,89376.19386795079
03/2020,89497.4441208115
04/2020,95411.73611947394
05/2020,94604.2218969332
06/2020,96224.6786325624
07/2020,101068.42908403197
08/2020,99904.3208298128
09/2020,98216.9127984496
10/2020,98037.7859387506
11/2020,89661.23904885726
12/2020,93919.2567121705
01/2021,93593.10338289943
02/2021,87627.75147790751
03/2021,87894.90593807197
04/2021,89161.53866719015
05/2021,94900.14002189001
06/2021,90416.29911415068
07/2021,93571.38086140854
08/2021,93460.7537379173
09/2021,91726.87662360989
10/2021,92585.98946716469
11/2021,96774.27358940952
12/2021,97935.19687647969
01/2022,98070.0819353529
02/2022,103929.80745752428
03/2022,106620.51473478036
04/2022,110511.72482410037
05/2022,104597.15679155839
06/2022,106606.79917289398
07/2022,104781.85988229519
08/2022,104571.19778761065
09/2022,104514.3489837716
10/2022,100751.18139896922
11/2022,102990.20331124925
12/2022,103552.50307403064
01/2023,108231.54544986684
02/2023,104713.85736203351
03/2023,110940.52731156549
04/2023,110027.78391155119
05/2023,112061.5964989451
06/2023,107249.45087298371
07/2023,108950.64322466543
08/2023,108914.77252370362
09/2023,107601.38273292116
10/2023,114602.16034541528
11/2023,113480.34634792827
12/2023,113744.58495174792
01/2024,115465.66641977952
02/2024,115290.26585457171
03/2024,124824.69326145202
04/2024,131175.8690615572
05/2024,131872.62594228383
06/2024,132695.76990323773
07/2024,136557.75218950547
08/2024,138152.59021368407
09/2024,143154.40308169482
10/2024,153120.63580679634
11/2024,152964.9270720047
12/2024,153153.97859546822
01/2025,164893.0000110695
02/2025,165924.98382837087
03/2025,175535.7492666283
04/2025,176941.0965187695
05/2025,176154.87993899986
06/2025,170943.13045546535
07/2025,175642.22710256244
08/2025,179259.6483177643
09/2025,198554.85956857944
10/2025,211589.70919162204
11/2025,220830.85933136343
12/2025,223435.87026925257
01/2026,254724.62740756758
