Data,UBS ETF (IE) MSCI Emerging Markets SF UCITS ETF (USD) A-acc (IE00B3Z3FS74)
10/2022,165998.16893282224
11/2022,170981.80900154193
12/2022,159853.73710856927
01/2023,168710.18798116862
02/2023,167237.8808362369
03/2023,168449.46620689653
04/2023,169300.40233129947
05/2023,172283.20909856778
06/2023,179290.96946438428
07/2023,183259.95072121924
08/2023,180753.44790209786
09/2023,177826.5640551255
10/2023,172113.46620209055
11/2023,182712.48473149756
12/2023,189489.9282352941
01/2024,194388.76997323977
02/2024,203008.10096065025
03/2024,209784.9669595782
04/2024,204714.1640791192
05/2024,210525.7360670844
06/2024,218246.92461466597
07/2024,219307.09571481342
08/2024,219838.04009791324
09/2024,223100.87184915363
10/2024,224200.19161850025
11/2024,239071.24123799053
12/2024,238077.8800006291
01/2025,245110.87756114782
02/2025,243528.40992041212
03/2025,225203.34250283855
04/2025,215995.89159027542
05/2025,228712.64301326193
06/2025,231123.77547751248
07/2025,240255.2126606079
08/2025,240729.14674660703
